DELTA Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
1513,-35.2538,-15.0158,22.8453,-2.5132,0.0,-50.2696,20.3321,-29.9375
1514,-38.2448,-15.3828,25.4026,-2.5753,0.0,-53.6276,22.8273,-30.8003
1515,-37.7163,-12.5223,23.2371,-2.5968,0.0,-50.2386,20.6403,-29.5983
1516,-38.5777,-14.3961,24.2524,-2.6041,0.0,-52.9738,21.6483,-31.3255
1517,-33.4728,-12.9788,22.5036,-2.5526,0.0,-46.4516,19.951,-26.5006
1518,-35.1714,-13.8519,26.6555,-2.5735,0.0,-49.0233,24.082,-24.9413
1519,-38.93,-13.6971,24.3657,-2.5665,0.0,-52.6271,21.7992,-30.8279
1520,-37.3671,-15.5395,25.0637,-2.6426,0.0,-52.9066,22.4211,-30.4855
1521,-36.3227,-14.828,22.0246,-2.4532,0.0,-51.1507,19.5714,-31.5793
1522,-33.9466,-10.8413,20.7095,-2.5008,0.0,-44.7879,18.2087,-26.5792
1523,-40.9865,-12.6563,23.6497,-2.4254,0.0,-53.6428,21.2243,-32.4185
1524,-39.4676,-15.0377,22.9812,-2.5277,0.0,-54.5053,20.4535,-34.0518
1525,-35.4962,-13.8206,22.9818,-2.5147,0.0,-49.3168,20.4671,-28.8497
1526,-41.0655,-11.7695,25.0877,-2.5323,0.0,-52.835,22.5554,-30.2796
1527,-38.488,-14.032,26.6991,-2.5596,0.0,-52.52,24.1395,-28.3805
1528,-40.0575,-16.9521,26.6181,-2.5515,0.0,-57.0096,24.0666,-32.943
1529,-35.7833,-17.9089,21.957,-2.4382,0.0,-53.6922,19.5188,-34.1734
1530,-36.5055,-15.7372,25.3138,-2.5351,0.0,-52.2427,22.7787,-29.464
1531,-37.5954,-15.5013,26.8775,-2.5143,0.0,-53.0967,24.3632,-28.7335
1532,-34.9765,-13.6285,23.7108,-2.4994,0.0,-48.605,21.2114,-27.3936
1533,-40.5484,-14.3504,23.4933,-2.4816,0.0,-54.8988,21.0117,-33.8871
1534,-35.8975,-12.5017,21.9022,-2.4196,0.0,-48.3992,19.4826,-28.9166
1535,-40.1655,-10.2868,23.7598,-2.5045,0.0,-50.4523,21.2553,-29.197
1536,-37.7554,-14.5665,23.9972,-2.5437,0.0,-52.3219,21.4535,-30.8684
1537,-31.8238,-17.8139,23.737,-2.4758,0.0,-49.6377,21.2612,-28.3765
1538,-37.0559,-14.5656,21.9749,-2.5239,0.0,-51.6215,19.451,-32.1705
1539,-36.7415,-16.9824,23.9907,-2.4511,0.0,-53.7239,21.5396,-32.1843
1540,-36.9077,-11.6487,23.0896,-2.5536,0.0,-48.5564,20.536,-28.0204
1541,-34.5994,-13.5718,23.8543,-2.5102,0.0,-48.1712,21.3441,-26.8271
1542,-40.2412,-12.8849,24.9187,-2.5306,0.0,-53.1261,22.3881,-30.738
1543,-38.2749,-14.528,22.8554,-2.512,0.0,-52.8029,20.3434,-32.4595
1544,-36.4881,-17.3887,25.4858,-2.5295,0.0,-53.8768,22.9563,-30.9205
1545,-37.1332,-16.5783,24.1341,-2.3984,0.0,-53.7115,21.7357,-31.9758
1546,-35.6035,-15.9918,24.5262,-2.5546,0.0,-51.5953,21.9716,-29.6237
1547,-40.5148,-16.3921,23.8201,-2.5068,0.0,-56.9069,21.3133,-35.5936
1548,-38.0338,-16.1281,26.2631,-2.4821,0.0,-54.1619,23.781,-30.3809
1549,-42.5949,-12.9353,24.4253,-2.4935,0.0,-55.5302,21.9318,-33.5984
1550,-38.6205,-15.9219,25.2086,-2.4451,0.0,-54.5424,22.7635,-31.7789
1551,-41.307,-14.1233,22.9576,-2.4577,0.0,-55.4303,20.4999,-34.9304
1552,-36.9737,-12.684,23.1047,-2.4737,0.0,-49.6577,20.631,-29.0267
1553,-40.2244,-11.9255,24.7384,-2.5468,0.0,-52.1499,22.1916,-29.9583
1554,-41.7074,-14.7451,26.0998,-2.5444,0.0,-56.4525,23.5554,-32.8971
1555,-39.5717,-13.1976,24.0499,-2.5091,0.0,-52.7693,21.5408,-31.2285
1556,-38.1307,-14.0064,23.5112,-2.493,0.0,-52.1371,21.0182,-31.1189
1557,-36.9774,-13.6119,21.2344,-2.4529,0.0,-50.5893,18.7815,-31.8078
1558,-37.0431,-14.4714,24.7758,-2.6141,0.0,-51.5145,22.1617,-29.3528
1559,-34.5315,-14.3006,22.3112,-2.4844,0.0,-48.8321,19.8268,-29.0053
1560,-37.2189,-15.2659,25.8915,-2.4591,0.0,-52.4848,23.4324,-29.0524
1561,-39.9035,-11.7289,25.2167,-2.4594,0.0,-51.6324,22.7573,-28.8751
1562,-34.7214,-14.8448,24.5829,-2.3587,0.0,-49.5662,22.2242,-27.342
1563,-39.8403,-12.9978,26.7144,-2.6302,0.0,-52.8381,24.0842,-28.7539
1564,-39.1346,-15.2292,25.7113,-2.6012,0.0,-54.3638,23.1101,-31.2537
1565,-39.9508,-14.5773,25.4717,-2.5462,0.0,-54.5281,22.9255,-31.6026
1566,-37.7663,-14.5195,25.0196,-2.5081,0.0,-52.2858,22.5115,-29.7743
1567,-40.2265,-13.9904,25.3333,-2.557,0.0,-54.2169,22.7763,-31.4406
1568,-33.7144,-12.3978,22.0646,-2.6077,0.0,-46.1122,19.4569,-26.6553
1569,-38.6455,-11.4573,24.1214,-2.5481,0.0,-50.1028,21.5733,-28.5295
1570,-36.1368,-17.9262,23.2312,-2.5298,0.0,-54.063,20.7014,-33.3616
1571,-37.1719,-19.007,22.7426,-2.4791,0.0,-56.1789,20.2635,-35.9154
1572,-38.1005,-13.6167,22.4189,-2.5232,0.0,-51.7172,19.8957,-31.8215
1573,-41.6368,-15.2283,25.5348,-2.625,0.0,-56.8651,22.9098,-33.9553
1574,-39.1171,-10.731,22.4847,-2.5007,0.0,-49.8481,19.984,-29.8641
1575,-39.2067,-13.4263,25.6494,-2.5836,0.0,-52.633,23.0658,-29.5672
1576,-38.4137,-15.2969,22.4848,-2.502,0.0,-53.7106,19.9828,-33.7278
1577,-34.7386,-17.8343,22.9113,-2.5397,0.0,-52.5729,20.3716,-32.2013
1578,-36.569,-18.4731,24.3129,-2.5199,0.0,-55.0421,21.793,-33.2491
1579,-36.89,-18.6526,23.4173,-2.5765,0.0,-55.5426,20.8408,-34.7018
1580,-36.3135,-17.117,23.9569,-2.4971,0.0,-53.4305,21.4598,-31.9707
1581,-37.6707,-11.3266,22.3098,-2.5483,0.0,-48.9973,19.7615,-29.2358
1582,-36.3711,-12.696,23.5982,-2.6111,0.0,-49.0671,20.9871,-28.08
1583,-36.985,-14.2285,24.0182,-2.615,0.0,-51.2135,21.4032,-29.8103
1584,-33.5705,-16.7839,23.1308,-2.536,0.0,-50.3544,20.5948,-29.7596
1585,-33.2953,-18.7518,25.2802,-2.4913,0.0,-52.0471,22.7889,-29.2582
1586,-32.7046,-16.0523,26.4767,-2.4504,0.0,-48.7569,24.0263,-24.7306
1587,-37.7814,-16.2816,24.541,-2.4883,0.0,-54.063,22.0527,-32.0103
1588,-36.8107,-16.9824,24.5816,-2.5395,0.0,-53.7931,22.0421,-31.751
1589,-38.9444,-13.5198,23.2937,-2.4859,0.0,-52.4642,20.8078,-31.6564
1590,-33.5929,-16.3689,25.3296,-2.565,0.0,-49.9618,22.7646,-27.1972
1591,-33.0285,-18.0782,23.1834,-2.5428,0.0,-51.1067,20.6406,-30.4661
1592,-37.9292,-14.675,25.6472,-2.5525,0.0,-52.6042,23.0947,-29.5095
1593,-36.6226,-17.0427,23.6995,-2.5286,0.0,-53.6653,21.1709,-32.4944
1594,-35.6749,-13.119,26.0806,-2.6091,0.0,-48.7939,23.4715,-25.3224
1595,-37.681,-16.12,24.7602,-2.5717,0.0,-53.801,22.1885,-31.6125
1596,-37.3691,-17.1539,24.69,-2.54,0.0,-54.523,22.15,-32.373
1597,-37.1359,-14.599,24.7395,-2.6465,0.0,-51.7349,22.093,-29.6419
1598,-36.0412,-13.2093,22.9973,-2.4887,0.0,-49.2505,20.5086,-28.7419
1599,-38.9208,-14.3725,27.6549,-2.5576,0.0,-53.2933,25.0973,-28.196
1600,-35.9029,-18.8475,28.0255,-2.6508,0.0,-54.7504,25.3747,-29.3757
1601,-36.4238,-13.6017,24.9898,-2.5735,0.0,-50.0255,22.4163,-27.6092
1602,-36.036,-16.3998,25.1674,-2.5304,0.0,-52.4358,22.637,-29.7988
1603,-36.1772,-8.7961,24.7947,-2.4156,0.0,-44.9733,22.3791,-22.5942
1604,-36.6686,-13.1286,26.5915,-2.5593,0.0,-49.7972,24.0322,-25.765
1605,-35.277,-15.5019,24.2245,-2.478,0.0,-50.7789,21.7465,-29.0324
1606,-36.2903,-14.7478,24.9158,-2.566,0.0,-51.0381,22.3498,-28.6883
1607,-37.6469,-18.1462,24.9528,-2.5505,0.0,-55.7931,22.4023,-33.3908
1608,-36.1762,-16.5588,24.1493,-2.5417,0.0,-52.735,21.6076,-31.1274
1609,-40.3105,-13.1511,26.2184,-2.5072,0.0,-53.4616,23.7112,-29.7504
1610,-37.4833,-17.3586,23.4988,-2.4697,0.0,-54.8419,21.0291,-33.8128
1611,-38.9862,-14.9367,25.8042,-2.4623,0.0,-53.9229,23.3419,-30.581
1612,-37.9644,-18.0349,26.864,-2.5434,0.0,-55.9993,24.3206,-31.6787
1613,-38.9826,-16.2334,23.3273,-2.3861,0.0,-55.216,20.9412,-34.2748
1614,-36.9709,-14.9716,25.126,-2.5297,0.0,-51.9425,22.5963,-29.3462
1615,-39.9152,-10.3972,26.756,-2.5626,0.0,-50.3124,24.1934,-26.119
1616,-38.3885,-13.8111,25.5909,-2.5056,0.0,-52.1996,23.0853,-29.1143
1617,-36.8062,-15.4256,22.8287,-2.4574,0.0,-52.2318,20.3713,-31.8605
1618,-38.7085,-15.5722,27.6773,-2.4852,0.0,-54.2807,25.1921,-29.0886
1619,-35.4728,-12.9301,25.1023,-2.5831,0.0,-48.4029,22.5192,-25.8837
1620,-35.5226,-13.1764,27.2448,-2.4946,0.0,-48.699,24.7502,-23.9488
1621,-37.4178,-12.4086,26.4928,-2.5805,0.0,-49.8264,23.9123,-25.9141
1622,-37.5593,-12.2604,23.6893,-2.5801,0.0,-49.8197,21.1092,-28.7105
1623,-39.3646,-6.6463,24.3181,-2.5442,0.0,-46.0109,21.7739,-24.237
1624,-39.2796,-13.944,23.433,-2.5095,0.0,-53.2236,20.9235,-32.3001
1625,-36.2366,-14.0639,26.4294,-2.4649,0.0,-50.3005,23.9645,-26.336
1626,-39.1576,-12.5948,22.6854,-2.5829,0.0,-51.7524,20.1025,-31.6499
1627,-38.0561,-14.7322,27.1344,-2.5081,0.0,-52.7883,24.6263,-28.162
1628,-37.6443,-12.6921,22.9706,-2.6221,0.0,-50.3364,20.3485,-29.9879
1629,-36.667,-14.2264,23.0422,-2.4869,0.0,-50.8934,20.5553,-30.3381
1630,-38.1987,-10.5976,23.8111,-2.5567,0.0,-48.7963,21.2544,-27.5419
1631,-35.8887,-13.9651,25.1596,-2.4899,0.0,-49.8538,22.6697,-27.1841
1632,-35.8067,-14.3,24.5146,-2.5933,0.0,-50.1067,21.9213,-28.1854
1633,-38.0937,-13.0053,25.5807,-2.5206,0.0,-51.099,23.0601,-28.0389
1634,-38.3188,-16.3143,27.2391,-2.5536,0.0,-54.6331,24.6855,-29.9476
1635,-36.546,-13.6562,23.9683,-2.6229,0.0,-50.2022,21.3454,-28.8568
1636,-38.4565,-11.2474,23.2436,-2.56,0.0,-49.7039,20.6836,-29.0203
1637,-32.9387,-19.3103,23.9295,-2.5446,0.0,-52.249,21.3849,-30.8641
1638,-35.4211,-17.0418,26.3553,-2.5509,0.0,-52.4629,23.8044,-28.6585
1639,-33.8933,-17.5451,24.9957,-2.5484,0.0,-51.4384,22.4473,-28.9911
1640,-38.8052,-12.5232,23.4003,-2.5564,0.0,-51.3284,20.8439,-30.4845
1641,-34.5515,-14.4561,22.8177,-2.5859,0.0,-49.0076,20.2318,-28.7758
1642,-39.8668,-12.4367,23.6525,-2.5675,0.0,-52.3035,21.085,-31.2185
1643,-39.9844,-11.7687,21.3792,-2.5249,0.0,-51.7531,18.8543,-32.8988
1644,-35.8327,-10.7826,23.3292,-2.6455,0.0,-46.6153,20.6837,-25.9316
1645,-39.6318,-12.1828,24.1284,-2.6491,0.0,-51.8146,21.4793,-30.3353
1646,-39.5057,-15.3055,26.0871,-2.6294,0.0,-54.8112,23.4577,-31.3535
1647,-40.0971,-15.0582,24.2499,-2.5533,0.0,-55.1553,21.6966,-33.4587
1648,-34.2661,-17.8286,29.5287,-2.4035,0.0,-52.0947,27.1252,-24.9695
1649,-37.9258,-14.0077,25.279,-2.4468,0.0,-51.9335,22.8322,-29.1013
1650,-36.005,-17.6683,25.7374,-2.4383,0.0,-53.6733,23.2991,-30.3742
1651,-39.9116,-12.3608,23.9556,-2.5569,0.0,-52.2724,21.3987,-30.8737
1652,-39.6687,-13.7858,22.471,-2.6273,0.0,-53.4545,19.8437,-33.6108
1653,-36.8104,-11.8438,22.3264,-2.559,0.0,-48.6542,19.7674,-28.8868
1654,-39.0165,-14.5021,23.3321,-2.6311,0.0,-53.5186,20.701,-32.8176
1655,-35.5502,-13.3675,22.65,-2.5585,0.0,-48.9177,20.0915,-28.8262
1656,-38.5914,-13.4153,22.9026,-2.6044,0.0,-52.0067,20.2982,-31.7085
1657,-34.9435,-16.7352,22.1427,-2.4553,0.0,-51.6787,19.6874,-31.9913
1658,-40.3099,-14.3634,26.2249,-2.5999,0.0,-54.6733,23.625,-31.0483
1659,-34.8626,-13.5635,22.071,-2.4956,0.0,-48.4261,19.5754,-28.8507
1660,-36.1186,-15.6709,23.5716,-2.5706,0.0,-51.7895,21.001,-30.7885
1661,-38.8301,-13.9708,24.0096,-2.4818,0.0,-52.8009,21.5278,-31.2731
1662,-37.1716,-15.8946,25.6047,-2.5647,0.0,-53.0662,23.04,-30.0262
1663,-38.4919,-10.7897,25.6062,-2.6544,0.0,-49.2816,22.9518,-26.3298
1664,-36.244,-13.9461,24.7098,-2.605,0.0,-50.1901,22.1048,-28.0853
1665,-37.8882,-13.3477,25.7812,-2.6487,0.0,-51.2359,23.1325,-28.1034
1666,-38.2658,-13.0267,24.6968,-2.4778,0.0,-51.2925,22.219,-29.0735
1667,-37.5327,-14.2299,25.7443,-2.4677,0.0,-51.7626,23.2766,-28.486
1668,-38.2714,-12.0303,25.8652,-2.5306,0.0,-50.3017,23.3346,-26.9671
1669,-38.3138,-10.5701,22.2923,-2.4863,0.0,-48.8839,19.806,-29.0779
1670,-37.0859,-14.6254,23.3337,-2.4967,0.0,-51.7113,20.837,-30.8743
1671,-34.7131,-14.8862,24.1395,-2.5174,0.0,-49.5993,21.6221,-27.9772
1672,-36.5938,-11.6856,24.5768,-2.673,0.0,-48.2794,21.9038,-26.3756
1673,-37.0751,-14.3616,22.8681,-2.4604,0.0,-51.4367,20.4077,-31.029
1674,-38.1277,-9.3008,20.7174,-2.5707,0.0,-47.4285,18.1467,-29.2818
1675,-39.4285,-13.1494,22.5732,-2.6022,0.0,-52.5779,19.971,-32.6069
1676,-34.6921,-11.0642,19.6969,-2.3285,0.0,-45.7563,17.3684,-28.3879
1677,-36.1713,-16.1,21.5014,-2.4217,0.0,-52.2713,19.0797,-33.1916
1678,-39.1233,-12.4731,23.8326,-2.5915,0.0,-51.5964,21.2411,-30.3553
1679,-39.0211,-12.0805,21.942,-2.6428,0.0,-51.1016,19.2992,-31.8024
1680,-35.9667,-17.7305,25.3578,-2.6155,0.0,-53.6972,22.7423,-30.9549
1681,-39.6922,-13.9927,26.0201,-2.6029,0.0,-53.6849,23.4172,-30.2677
1682,-36.2907,-14.2851,25.471,-2.5125,0.0,-50.5758,22.9585,-27.6173
1683,-38.8297,-14.8352,25.2282,-2.5775,0.0,-53.6649,22.6507,-31.0142
1684,-36.0874,-14.3507,23.365,-2.6118,0.0,-50.4381,20.7532,-29.6849
1685,-34.5617,-19.4626,26.664,-2.614,0.0,-54.0243,24.05,-29.9743
1686,-37.45,-13.5756,25.1446,-2.5267,0.0,-51.0256,22.6179,-28.4077
1687,-36.5791,-15.7974,25.1225,-2.5729,0.0,-52.3765,22.5496,-29.8269
1688,-37.6871,-14.8038,24.161,-2.508,0.0,-52.4909,21.653,-30.8379
1689,-37.139,-14.6994,21.536,-2.4673,0.0,-51.8384,19.0687,-32.7697
1690,-35.2486,-15.369,25.0802,-2.5745,0.0,-50.6176,22.5057,-28.1119
1691,-37.3539,-15.7174,23.7854,-2.4703,0.0,-53.0713,21.3151,-31.7562
1692,-38.3741,-12.5608,22.2602,-2.4886,0.0,-50.9349,19.7716,-31.1633
1693,-38.4428,-15.3175,23.0261,-2.4644,0.0,-53.7603,20.5617,-33.1986
1694,-37.3809,-11.4121,22.8434,-2.5319,0.0,-48.793,20.3115,-28.4815
1695,-37.6329,-15.4464,23.8598,-2.5199,0.0,-53.0793,21.3399,-31.7394
1696,-34.4074,-15.8527,24.6944,-2.6922,0.0,-50.2601,22.0022,-28.2579
1697,-37.4881,-16.5555,24.7134,-2.5099,0.0,-54.0436,22.2035,-31.8401
1698,-34.9977,-17.0219,24.0097,-2.4974,0.0,-52.0196,21.5123,-30.5073
1699,-33.9239,-13.6331,23.2592,-2.5646,0.0,-47.557,20.6946,-26.8624
1700,-35.861,-14.3888,23.2119,-2.5703,0.0,-50.2498,20.6416,-29.6082
1701,-39.329,-13.0988,23.3041,-2.5324,0.0,-52.4278,20.7717,-31.6561
1702,-37.0034,-13.793,24.3577,-2.5233,0.0,-50.7964,21.8344,-28.962
1703,-39.506,-12.0149,24.7979,-2.539,0.0,-51.5209,22.2589,-29.262
1704,-34.6513,-12.6506,20.9821,-2.6618,0.0,-47.3019,18.3203,-28.9816
1705,-37.4835,-13.5346,23.1511,-2.5177,0.0,-51.0181,20.6334,-30.3847
1706,-36.2544,-15.0622,23.0282,-2.5724,0.0,-51.3166,20.4558,-30.8608
1707,-37.5549,-14.3466,22.6842,-2.5039,0.0,-51.9015,20.1803,-31.7212
1708,-38.0609,-15.4938,24.7196,-2.5118,0.0,-53.5547,22.2078,-31.3469
1709,-38.957,-11.8307,23.7694,-2.5918,0.0,-50.7877,21.1776,-29.6101
1710,-39.1862,-14.2578,21.968,-2.4884,0.0,-53.444,19.4796,-33.9644
1711,-34.9412,-11.1538,21.5462,-2.5819,0.0,-46.095,18.9643,-27.1307
1712,-36.71,-14.9748,23.5476,-2.6001,0.0,-51.6848,20.9475,-30.7373
1713,-37.1784,-16.1228,24.4913,-2.557,0.0,-53.3012,21.9343,-31.3669
1714,-36.8299,-14.9305,26.5626,-2.539,0.0,-51.7604,24.0236,-27.7368
1715,-39.4484,-10.8452,26.3615,-2.5878,0.0,-50.2936,23.7737,-26.5199
1716,-36.8355,-10.7398,22.5272,-2.5696,0.0,-47.5753,19.9576,-27.6177
1717,-38.5534,-9.7562,25.9957,-2.6098,0.0,-48.3096,23.3859,-24.9237
1718,-38.0111,-12.0458,25.8537,-2.5211,0.0,-50.0569,23.3326,-26.7243
1719,-37.7675,-10.4893,23.9024,-2.556,0.0,-48.2568,21.3464,-26.9104
1720,-33.1354,-13.02,24.6976,-2.5539,0.0,-46.1554,22.1437,-24.0117
1721,-40.1505,-11.1533,24.2657,-2.6767,0.0,-51.3038,21.589,-29.7148
1722,-38.0331,-9.5838,22.2458,-2.578,0.0,-47.6169,19.6678,-27.9491
1723,-39.1075,-12.8318,23.4821,-2.5377,0.0,-51.9393,20.9444,-30.9949
1724,-37.3835,-14.0286,22.5393,-2.4548,0.0,-51.4121,20.0845,-31.3276
1725,-37.7375,-12.1608,22.7002,-2.5604,0.0,-49.8983,20.1398,-29.7585
1726,-40.3666,-11.208,23.7454,-2.5104,0.0,-51.5746,21.235,-30.3396
1727,-35.1632,-15.9456,24.9913,-2.5767,0.0,-51.1088,22.4146,-28.6942
1728,-38.7235,-12.8839,25.4574,-2.6118,0.0,-51.6074,22.8456,-28.7618
1729,-33.3078,-17.1765,25.9269,-2.5578,0.0,-50.4843,23.3691,-27.1152
1730,-34.3537,-12.7225,25.9753,-2.6841,0.0,-47.0762,23.2912,-23.785
1731,-34.9692,-10.2171,24.974,-2.6182,0.0,-45.1863,22.3558,-22.8305
1732,-38.3187,-12.9196,24.0379,-2.688,0.0,-51.2383,21.3499,-29.8884
1733,-39.3724,-15.443,22.9813,-2.5182,0.0,-54.8154,20.4631,-34.3523
1734,-38.4586,-14.2459,24.1918,-2.5765,0.0,-52.7045,21.6153,-31.0892
1735,-38.4641,-14.0341,23.0548,-2.6676,0.0,-52.4982,20.3872,-32.111
1736,-38.3057,-11.8515,23.5244,-2.7626,0.0,-50.1572,20.7618,-29.3954
1737,-37.0205,-13.8826,22.9554,-2.5117,0.0,-50.9031,20.4437,-30.4594
1738,-35.0911,-15.3635,22.3687,-2.6269,0.0,-50.4546,19.7418,-30.7128
1739,-36.1552,-14.9458,21.6484,-2.4006,0.0,-51.101,19.2478,-31.8532
1740,-35.1774,-12.6066,22.484,-2.5399,0.0,-47.784,19.9441,-27.8399
1741,-33.7741,-12.6641,22.106,-2.4825,0.0,-46.4382,19.6235,-26.8147
1742,-36.5552,-13.2479,24.5219,-2.6158,0.0,-49.8031,21.9061,-27.897
1743,-37.2107,-15.1054,23.2653,-2.5276,0.0,-52.3161,20.7377,-31.5784
1744,-38.4834,-10.7443,22.6147,-2.6184,0.0,-49.2277,19.9963,-29.2314
1745,-35.7788,-10.8612,22.0088,-2.6041,0.0,-46.64,19.4047,-27.2353
1746,-40.1489,-10.9362,23.6498,-2.5863,0.0,-51.0851,21.0635,-30.0216
1747,-38.3905,-13.6578,23.5661,-2.5558,0.0,-52.0483,21.0103,-31.038
1748,-37.9885,-12.3942,24.0626,-2.4048,0.0,-50.3827,21.6578,-28.7249
1749,-37.8313,-12.6313,21.8153,-2.5513,0.0,-50.4626,19.264,-31.1986
1750,-36.4309,-14.8998,25.056,-2.5255,0.0,-51.3307,22.5305,-28.8002
1751,-38.1172,-13.2974,24.9054,-2.5135,0.0,-51.4146,22.3919,-29.0227
1752,-38.4012,-12.4374,22.6893,-2.4477,0.0,-50.8386,20.2416,-30.597
1753,-39.7395,-12.4442,24.1483,-2.6301,0.0,-52.1837,21.5182,-30.6655
1754,-39.2067,-16.0586,25.1119,-2.6485,0.0,-55.2653,22.4634,-32.8019
1755,-37.3055,-12.6808,23.0173,-2.5747,0.0,-49.9863,20.4426,-29.5437
1756,-39.4889,-15.3016,25.4255,-2.4259,0.0,-54.7905,22.9996,-31.7909
1757,-37.14,-16.2077,24.5284,-2.4542,0.0,-53.3477,22.0742,-31.2735
1758,-37.6787,-11.1198,23.947,-2.6531,0.0,-48.7985,21.2939,-27.5046
1759,-36.7952,-14.4899,23.9055,-2.6251,0.0,-51.2851,21.2804,-30.0047
1760,-37.1554,-15.0286,23.1781,-2.4861,0.0,-52.184,20.692,-31.492
1761,-39.8094,-10.7538,24.2197,-2.5655,0.0,-50.5632,21.6542,-28.909
1762,-38.6698,-14.2296,25.9214,-2.4825,0.0,-52.8994,23.4389,-29.4605
1763,-38.3897,-10.8575,23.0697,-2.4696,0.0,-49.2472,20.6001,-28.6471
1764,-34.1374,-12.2334,23.1408,-2.426,0.0,-46.3708,20.7148,-25.656
1765,-36.2805,-16.9285,24.109,-2.5094,0.0,-53.209,21.5996,-31.6094
1766,-37.906,-14.9351,24.1764,-2.4125,0.0,-52.8411,21.7639,-31.0772
1767,-36.316,-12.3103,23.9378,-2.5968,0.0,-48.6263,21.341,-27.2853
1768,-39.1143,-15.1103,26.8586,-2.5924,0.0,-54.2246,24.2662,-29.9584
1769,-40.914,-12.0656,24.1051,-2.4154,0.0,-52.9796,21.6897,-31.2899
1770,-39.6157,-16.2203,26.3336,-2.4671,0.0,-55.836,23.8665,-31.9695
1771,-38.985,-14.5649,25.0838,-2.3551,0.0,-53.5499,22.7287,-30.8212
1772,-37.7124,-13.8878,26.7749,-2.5407,0.0,-51.6002,24.2342,-27.366
1773,-41.2694,-16.0984,25.5967,-2.5341,0.0,-57.3678,23.0626,-34.3052
1774,-37.9672,-12.0836,22.881,-2.4488,0.0,-50.0508,20.4322,-29.6186
1775,-36.7366,-13.7008,26.4514,-2.5786,0.0,-50.4374,23.8728,-26.5646
1776,-37.3952,-15.7456,24.222,-2.4656,0.0,-53.1408,21.7564,-31.3844
1777,-37.5402,-15.575,24.2199,-2.405,0.0,-53.1152,21.8149,-31.3003
1778,-40.6624,-14.1358,26.2,-2.5378,0.0,-54.7982,23.6622,-31.136
1779,-39.3038,-15.4391,25.9124,-2.4455,0.0,-54.7429,23.4669,-31.276
1780,-34.2241,-19.0137,26.0783,-2.4933,0.0,-53.2378,23.585,-29.6528
1781,-37.1558,-13.8669,26.5001,-2.6111,0.0,-51.0227,23.889,-27.1337
1782,-37.4472,-11.629,27.3836,-2.6207,0.0,-49.0762,24.7629,-24.3133
1783,-37.2202,-15.4235,25.4907,-2.4546,0.0,-52.6437,23.0361,-29.6076
1784,-37.105,-16.6871,27.5035,-2.5065,0.0,-53.7921,24.997,-28.7951
1785,-39.3285,-13.0145,26.0346,-2.526,0.0,-52.343,23.5086,-28.8344
1786,-40.0556,-12.5366,24.7246,-2.4352,0.0,-52.5922,22.2894,-30.3028
1787,-38.6185,-10.7505,24.2427,-2.4309,0.0,-49.369,21.8118,-27.5572
1788,-40.6879,-12.4644,27.3709,-2.6033,0.0,-53.1523,24.7676,-28.3847
1789,-42.0773,-13.5691,24.8377,-2.4569,0.0,-55.6464,22.3808,-33.2656
1790,-36.6183,-14.7963,23.5734,-2.4361,0.0,-51.4146,21.1373,-30.2773
1791,-37.3864,-18.1883,24.2565,-2.5307,0.0,-55.5747,21.7258,-33.8489
1792,-40.2897,-13.0988,24.965,-2.6747,0.0,-53.3885,22.2903,-31.0982
1793,-38.5102,-13.8997,23.6194,-2.6901,0.0,-52.4099,20.9293,-31.4806
1794,-38.2215,-15.2396,25.3792,-2.5526,0.0,-53.4611,22.8266,-30.6345
1795,-39.2,-18.1939,25.0806,-2.4965,0.0,-57.3939,22.5841,-34.8098
1796,-37.8223,-15.7495,24.3323,-2.5485,0.0,-53.5718,21.7838,-31.788
1797,-37.0371,-15.3299,23.5535,-2.6701,0.0,-52.367,20.8834,-31.4836
1798,-41.0127,-11.403,23.2307,-2.4432,0.0,-52.4157,20.7875,-31.6282
1799,-40.4126,-14.957,25.5523,-2.5239,0.0,-55.3696,23.0284,-32.3412
1800,-40.1187,-13.3579,24.6569,-2.537,0.0,-53.4766,22.1199,-31.3567
1801,-39.9254,-12.8137,26.3265,-2.6413,0.0,-52.7391,23.6852,-29.0539
1802,-36.811,-9.6127,24.032,-2.6054,0.0,-46.4237,21.4266,-24.9971
1803,-38.4114,-13.2961,25.0352,-2.4596,0.0,-51.7075,22.5756,-29.1319
1804,-38.51,-14.1107,25.686,-2.5806,0.0,-52.6207,23.1054,-29.5153
1805,-38.4297,-11.7378,24.1198,-2.5653,0.0,-50.1675,21.5545,-28.613
1806,-34.3938,-11.2917,21.3388,-2.4082,0.0,-45.6855,18.9306,-26.7549
1807,-32.4261,-17.6552,23.2025,-2.5415,0.0,-50.0813,20.661,-29.4203
1808,-35.2894,-18.6158,23.402,-2.4187,0.0,-53.9052,20.9833,-32.9219
1809,-36.8657,-15.8777,25.3822,-2.4068,0.0,-52.7434,22.9754,-29.768
1810,-38.2536,-15.9523,22.0466,-2.5129,0.0,-54.2059,19.5337,-34.6722
1811,-33.1646,-10.6354,23.4757,-2.3662,0.0,-43.8,21.1095,-22.6905
1812,-38.7294,-11.6227,24.0597,-2.5816,0.0,-50.3521,21.4781,-28.874
