DELTA Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
911,-36.7464,-12.9458,22.7314,-2.5107,0.0,-49.6922,20.2207,-29.4715
912,-34.1822,-16.2867,28.9478,-2.4629,0.0,-50.4689,26.4849,-23.984
913,-35.6753,-17.1706,24.6029,-2.4902,0.0,-52.8459,22.1127,-30.7332
914,-36.1191,-16.1319,23.8288,-2.4784,0.0,-52.251,21.3504,-30.9006
915,-35.6311,-16.0364,24.5301,-2.3728,0.0,-51.6675,22.1573,-29.5102
916,-34.6128,-18.9443,24.6603,-2.4895,0.0,-53.5571,22.1708,-31.3863
917,-37.0422,-13.9667,22.6303,-2.4807,0.0,-51.0089,20.1496,-30.8593
918,-34.9697,-17.9271,26.3317,-2.391,0.0,-52.8968,23.9407,-28.9561
919,-38.4101,-17.1116,26.0612,-2.37,0.0,-55.5217,23.6912,-31.8305
920,-37.8619,-14.4424,24.528,-2.4773,0.0,-52.3043,22.0507,-30.2536
921,-34.6829,-10.7303,21.4135,-2.5597,0.0,-45.4132,18.8538,-26.5594
922,-38.7625,-12.3202,21.182,-2.5578,0.0,-51.0827,18.6242,-32.4585
923,-38.2698,-13.6251,22.128,-2.5272,0.0,-51.8949,19.6008,-32.2941
924,-38.6457,-14.7872,21.9495,-2.4951,0.0,-53.4329,19.4544,-33.9785
925,-34.7093,-15.0901,23.3634,-2.5984,0.0,-49.7994,20.765,-29.0344
926,-37.4962,-12.5089,23.0176,-2.5324,0.0,-50.0051,20.4852,-29.5199
927,-38.4205,-16.847,27.7357,-2.6085,0.0,-55.2675,25.1272,-30.1403
928,-35.147,-15.8794,24.3672,-2.6324,0.0,-51.0264,21.7348,-29.2916
929,-35.094,-17.5055,23.4194,-2.4724,0.0,-52.5995,20.947,-31.6525
930,-36.6987,-11.7274,22.3767,-2.5411,0.0,-48.4261,19.8356,-28.5905
931,-33.9272,-15.5838,26.2814,-2.4902,0.0,-49.511,23.7912,-25.7198
932,-37.485,-12.2651,22.248,-2.4769,0.0,-49.7501,19.7711,-29.979
933,-41.3086,-17.6255,25.7175,-2.4462,0.0,-58.9341,23.2713,-35.6628
934,-39.1101,-16.3841,24.0225,-2.4689,0.0,-55.4942,21.5536,-33.9406
935,-35.7211,-14.847,23.18,-2.3919,0.0,-50.5681,20.7881,-29.78
936,-38.7,-12.495,22.2016,-2.4705,0.0,-51.195,19.7311,-31.4639
937,-37.7901,-14.5854,23.3349,-2.5243,0.0,-52.3755,20.8106,-31.5649
938,-41.559,-14.9612,25.1736,-2.4628,0.0,-56.5202,22.7108,-33.8094
939,-39.7284,-17.0283,24.2323,-2.4129,0.0,-56.7567,21.8194,-34.9373
940,-36.8153,-10.8689,23.4853,-2.5047,0.0,-47.6842,20.9806,-26.7036
941,-37.6723,-14.1318,25.5788,-2.5435,0.0,-51.8041,23.0353,-28.7688
942,-39.8817,-15.4129,25.7166,-2.5298,0.0,-55.2946,23.1868,-32.1078
943,-38.3686,-14.7754,24.3807,-2.5898,0.0,-53.144,21.7909,-31.3531
944,-37.2651,-15.6573,21.7526,-2.4167,0.0,-52.9224,19.3359,-33.5865
945,-38.4211,-14.0976,23.9153,-2.4804,0.0,-52.5187,21.4349,-31.0838
946,-38.5459,-16.1053,25.5411,-2.5015,0.0,-54.6512,23.0396,-31.6116
947,-39.8884,-14.2954,22.6698,-2.4991,0.0,-54.1838,20.1707,-34.0131
948,-36.3022,-16.159,24.5998,-2.4984,0.0,-52.4612,22.1014,-30.3598
949,-37.444,-16.5675,23.2939,-2.4625,0.0,-54.0115,20.8314,-33.1801
950,-35.3021,-17.1049,25.3431,-2.4616,0.0,-52.407,22.8815,-29.5255
951,-38.1568,-13.252,24.7055,-2.5664,0.0,-51.4088,22.1391,-29.2697
952,-37.197,-16.0634,24.7803,-2.4629,0.0,-53.2604,22.3174,-30.943
953,-36.5697,-12.9425,25.1275,-2.5507,0.0,-49.5122,22.5768,-26.9354
954,-37.2157,-17.1054,24.1473,-2.4736,0.0,-54.3211,21.6737,-32.6474
955,-38.011,-13.6105,22.0823,-2.4059,0.0,-51.6215,19.6764,-31.9451
956,-37.6702,-13.5942,23.5499,-2.379,0.0,-51.2644,21.1709,-30.0935
957,-35.811,-11.7912,20.0813,-2.4067,0.0,-47.6022,17.6746,-29.9276
958,-36.9322,-12.7567,25.6746,-2.5364,0.0,-49.6889,23.1382,-26.5507
959,-36.3976,-13.529,22.0926,-2.3803,0.0,-49.9266,19.7123,-30.2143
960,-36.1221,-14.1592,22.3055,-2.4625,0.0,-50.2813,19.843,-30.4383
961,-35.5225,-13.4135,23.9658,-2.4793,0.0,-48.936,21.4865,-27.4495
962,-31.3297,-19.8445,27.2267,-2.5759,0.0,-51.1742,24.6508,-26.5234
963,-36.6296,-14.3264,26.6281,-2.4739,0.0,-50.956,24.1542,-26.8018
964,-35.0688,-14.8233,22.0822,-2.4839,0.0,-49.8921,19.5983,-30.2938
965,-38.3971,-16.2493,24.9549,-2.5023,0.0,-54.6464,22.4526,-32.1938
966,-36.5759,-16.3451,23.2155,-2.5598,0.0,-52.921,20.6557,-32.2653
967,-36.9931,-16.2145,24.7398,-2.5081,0.0,-53.2076,22.2317,-30.9759
968,-39.1006,-13.8838,22.8558,-2.5153,0.0,-52.9844,20.3405,-32.6439
969,-38.357,-13.116,23.7037,-2.3766,0.0,-51.473,21.3271,-30.1459
970,-37.9258,-13.3751,23.5692,-2.5333,0.0,-51.3009,21.0359,-30.265
971,-36.5075,-13.5808,23.0091,-2.383,0.0,-50.0883,20.6261,-29.4622
972,-37.0733,-13.0018,23.8553,-2.4843,0.0,-50.0751,21.371,-28.7041
973,-37.3593,-14.015,26.1085,-2.4885,0.0,-51.3743,23.62,-27.7543
974,-39.3255,-7.9768,21.8561,-2.5662,0.0,-47.3023,19.2899,-28.0124
975,-40.4799,-13.4629,24.552,-2.5503,0.0,-53.9428,22.0017,-31.9411
976,-38.1122,-10.5857,22.5993,-2.4896,0.0,-48.6979,20.1097,-28.5882
977,-36.3699,-15.8711,24.025,-2.5552,0.0,-52.241,21.4698,-30.7712
978,-38.7836,-14.3722,22.6534,-2.5776,0.0,-53.1558,20.0758,-33.08
979,-36.2142,-9.569,21.8627,-2.5562,0.0,-45.7832,19.3065,-26.4767
980,-37.6974,-15.7883,23.4944,-2.5933,0.0,-53.4857,20.9011,-32.5846
981,-39.1498,-12.8904,23.419,-2.5035,0.0,-52.0402,20.9155,-31.1247
982,-37.1214,-14.5886,24.1409,-2.4827,0.0,-51.71,21.6582,-30.0518
983,-39.0816,-11.9373,22.9802,-2.573,0.0,-51.0189,20.4072,-30.6117
984,-35.8763,-16.7107,23.3659,-2.5186,0.0,-52.587,20.8473,-31.7397
985,-35.9005,-15.3456,23.3022,-2.5223,0.0,-51.2461,20.7799,-30.4662
986,-35.7287,-13.2343,24.0146,-2.5363,0.0,-48.963,21.4783,-27.4847
987,-34.2892,-16.4192,23.462,-2.5118,0.0,-50.7084,20.9502,-29.7582
988,-40.4774,-10.5435,23.1943,-2.4574,0.0,-51.0209,20.7369,-30.284
989,-39.0296,-10.3435,22.1526,-2.5858,0.0,-49.3731,19.5668,-29.8063
990,-37.1663,-12.4321,23.8012,-2.5443,0.0,-49.5984,21.2569,-28.3415
991,-38.3728,-13.1828,21.8851,-2.462,0.0,-51.5556,19.4231,-32.1325
992,-39.0694,-13.1703,26.1925,-2.4768,0.0,-52.2397,23.7157,-28.524
993,-39.2047,-13.2884,22.7193,-2.4786,0.0,-52.4931,20.2407,-32.2524
994,-35.4336,-15.4085,24.3766,-2.5572,0.0,-50.8421,21.8194,-29.0227
995,-34.7908,-14.1922,22.9611,-2.5135,0.0,-48.983,20.4476,-28.5354
996,-35.9416,-12.118,21.3215,-2.5716,0.0,-48.0596,18.7499,-29.3097
997,-35.3484,-15.7005,26.5008,-2.56,0.0,-51.0489,23.9408,-27.1081
998,-34.9803,-11.6619,22.1125,-2.4824,0.0,-46.6422,19.6301,-27.0121
999,-37.5758,-12.6637,22.8552,-2.5017,0.0,-50.2395,20.3535,-29.886
1000,-34.3404,-15.2923,22.227,-2.5684,0.0,-49.6327,19.6586,-29.9741
1001,-37.4794,-12.2541,21.8445,-2.5126,0.0,-49.7335,19.3319,-30.4016
1002,-36.2025,-15.0535,22.5197,-2.4244,0.0,-51.256,20.0953,-31.1607
1003,-37.4816,-11.8856,23.2797,-2.4652,0.0,-49.3672,20.8145,-28.5527
1004,-37.2903,-12.6507,23.5873,-2.4403,0.0,-49.941,21.147,-28.794
1005,-36.1258,-12.7746,22.9908,-2.4113,0.0,-48.9004,20.5795,-28.3209
1006,-28.9827,-16.3468,23.4984,-2.4436,0.0,-45.3295,21.0548,-24.2747
1007,-30.1258,-19.7351,26.91,-2.4823,0.0,-49.8609,24.4277,-25.4332
1008,-34.2413,-16.2681,24.7787,-2.3991,0.0,-50.5094,22.3796,-28.1298
1009,-35.0127,-10.8354,23.6792,-2.39,0.0,-45.8481,21.2892,-24.5589
1010,-34.5056,-18.7858,23.4455,-2.4601,0.0,-53.2914,20.9854,-32.306
1011,-35.1573,-12.8751,22.3612,-2.4644,0.0,-48.0324,19.8968,-28.1356
1012,-35.8791,-15.2293,23.3701,-2.4359,0.0,-51.1084,20.9342,-30.1742
1013,-34.213,-13.5533,24.1365,-2.4479,0.0,-47.7663,21.6886,-26.0777
1014,-31.5666,-16.9071,27.1952,-2.4869,0.0,-48.4737,24.7083,-23.7654
1015,-35.1357,-10.6495,24.4459,-2.5986,0.0,-45.7852,21.8473,-23.9379
1016,-34.0052,-12.1819,23.7176,-2.5396,0.0,-46.1871,21.178,-25.0091
1017,-34.8172,-11.8822,26.8884,-2.4489,0.0,-46.6994,24.4395,-22.2599
1018,-37.3576,-14.1275,25.8275,-2.3865,0.0,-51.4851,23.441,-28.0441
1019,-37.248,-12.1743,24.8448,-2.4727,0.0,-49.4223,22.3721,-27.0502
1020,-37.4761,-14.9826,24.2417,-2.5132,0.0,-52.4587,21.7285,-30.7302
1021,-39.1181,-15.1396,27.6006,-2.5746,0.0,-54.2577,25.026,-29.2317
1022,-38.7531,-9.6419,23.6433,-2.529,0.0,-48.395,21.1143,-27.2807
1023,-38.0312,-9.2434,22.2245,-2.4544,0.0,-47.2746,19.7701,-27.5045
1024,-37.842,-13.4884,22.1773,-2.5381,0.0,-51.3304,19.6392,-31.6912
1025,-39.7841,-13.0971,23.3252,-2.4753,0.0,-52.8812,20.8499,-32.0313
1026,-38.2116,-10.244,22.2896,-2.5117,0.0,-48.4556,19.7779,-28.6777
1027,-35.4776,-13.5361,23.7948,-2.5287,0.0,-49.0137,21.2661,-27.7476
1028,-35.5473,-13.2996,21.3567,-2.5868,0.0,-48.8469,18.7699,-30.077
1029,-38.4706,-17.9516,24.2955,-2.5245,0.0,-56.4222,21.771,-34.6512
1030,-37.9303,-11.6598,23.436,-2.4954,0.0,-49.5901,20.9406,-28.6495
1031,-34.4533,-14.1949,23.5888,-2.418,0.0,-48.6482,21.1708,-27.4774
1032,-38.7928,-11.8846,21.8757,-2.5053,0.0,-50.6774,19.3704,-31.307
1033,-37.2129,-12.9276,22.451,-2.4182,0.0,-50.1405,20.0328,-30.1077
1034,-38.4876,-12.6684,25.0216,-2.5622,0.0,-51.156,22.4594,-28.6966
1035,-39.7879,-14.8174,24.5311,-2.542,0.0,-54.6053,21.9891,-32.6162
1036,-39.6485,-15.157,23.9832,-2.4997,0.0,-54.8055,21.4835,-33.322
1037,-36.5609,-14.2754,22.299,-2.6229,0.0,-50.8363,19.6761,-31.1602
1038,-38.6584,-16.1035,24.5383,-2.5138,0.0,-54.7619,22.0245,-32.7374
1039,-38.9598,-18.1163,27.0243,-2.4974,0.0,-57.0761,24.5269,-32.5492
1040,-35.3997,-12.8092,25.8685,-2.4579,0.0,-48.2089,23.4106,-24.7983
1041,-36.5897,-14.5972,26.8315,-2.5322,0.0,-51.1869,24.2993,-26.8876
1042,-38.917,-18.2247,25.0555,-2.4157,0.0,-57.1417,22.6398,-34.5019
1043,-39.7693,-17.1833,24.7161,-2.3591,0.0,-56.9526,22.357,-34.5956
1044,-37.1797,-15.4258,25.4818,-2.4036,0.0,-52.6055,23.0782,-29.5273
1045,-32.1927,-17.5746,25.2464,-2.4133,0.0,-49.7673,22.8331,-26.9342
1046,-35.3127,-16.1228,24.8092,-2.5142,0.0,-51.4355,22.295,-29.1405
1047,-36.1231,-14.6275,26.303,-2.4456,0.0,-50.7506,23.8574,-26.8932
1048,-35.4502,-11.8298,24.2714,-2.5284,0.0,-47.28,21.743,-25.537
1049,-39.13,-14.4961,23.3227,-2.4365,0.0,-53.6261,20.8862,-32.7399
1050,-37.4397,-15.3522,23.8313,-2.537,0.0,-52.7919,21.2943,-31.4976
1051,-35.4684,-15.3065,22.1629,-2.4563,0.0,-50.7749,19.7066,-31.0683
1052,-40.6501,-10.6994,20.7492,-2.518,0.0,-51.3495,18.2312,-33.1183
1053,-35.0755,-13.1925,23.2002,-2.5317,0.0,-48.268,20.6685,-27.5995
1054,-36.2859,-12.6617,24.0893,-2.5163,0.0,-48.9476,21.573,-27.3746
1055,-38.1353,-13.5558,22.1001,-2.4768,0.0,-51.6911,19.6233,-32.0678
1056,-35.2422,-16.3884,23.5487,-2.503,0.0,-51.6306,21.0457,-30.5849
1057,-37.2157,-14.7614,22.0985,-2.4741,0.0,-51.9771,19.6244,-32.3527
1058,-38.3962,-13.1754,24.4459,-2.5087,0.0,-51.5716,21.9372,-29.6344
1059,-37.29,-12.4962,23.7156,-2.4418,0.0,-49.7862,21.2738,-28.5124
1060,-36.1463,-14.7772,20.2423,-2.4355,0.0,-50.9235,17.8068,-33.1167
1061,-38.0942,-13.3798,23.5078,-2.3626,0.0,-51.474,21.1452,-30.3288
1062,-38.9318,-15.6747,24.2534,-2.5031,0.0,-54.6065,21.7503,-32.8562
1063,-39.6688,-11.702,25.5499,-2.5046,0.0,-51.3708,23.0453,-28.3255
1064,-37.6525,-13.6109,22.2552,-2.4826,0.0,-51.2634,19.7726,-31.4908
1065,-39.5314,-15.1899,23.3073,-2.4385,0.0,-54.7213,20.8688,-33.8525
1066,-36.4994,-13.1649,21.8843,-2.5481,0.0,-49.6643,19.3362,-30.3281
1067,-35.3766,-13.7143,22.3316,-2.4816,0.0,-49.0909,19.85,-29.2409
1068,-39.3954,-11.7872,24.2984,-2.6252,0.0,-51.1826,21.6732,-29.5094
1069,-39.6009,-11.2484,23.0384,-2.5546,0.0,-50.8493,20.4838,-30.3655
1070,-35.8752,-14.7869,24.6568,-2.5629,0.0,-50.6621,22.0939,-28.5682
1071,-34.2871,-11.8867,22.78,-2.5095,0.0,-46.1738,20.2705,-25.9033
1072,-35.3403,-13.0264,24.471,-2.6161,0.0,-48.3667,21.8549,-26.5118
1073,-34.3473,-15.0796,25.1129,-2.5385,0.0,-49.4269,22.5744,-26.8525
1074,-33.2392,-10.7498,25.5739,-2.5774,0.0,-43.989,22.9965,-20.9925
1075,-36.5202,-15.873,24.2471,-2.4167,0.0,-52.3932,21.8304,-30.5628
1076,-31.5755,-16.5031,26.5401,-2.5684,0.0,-48.0786,23.9717,-24.1069
1077,-33.1934,-15.077,24.0174,-2.5113,0.0,-48.2704,21.5061,-26.7643
1078,-37.6998,-12.0277,24.2072,-2.5306,0.0,-49.7275,21.6766,-28.0509
1079,-36.1073,-11.6353,24.7332,-2.5791,0.0,-47.7426,22.1541,-25.5885
1080,-38.0638,-14.3185,24.4055,-2.5565,0.0,-52.3823,21.849,-30.5333
1081,-36.1921,-14.295,23.2015,-2.4784,0.0,-50.4871,20.7231,-29.764
1082,-37.0457,-13.9084,26.0418,-2.5897,0.0,-50.9541,23.4521,-27.502
1083,-37.2796,-14.8553,26.2012,-2.5652,0.0,-52.1349,23.636,-28.4989
1084,-38.7511,-14.3393,23.757,-2.5605,0.0,-53.0904,21.1965,-31.8939
1085,-35.6808,-18.6553,24.8396,-2.541,0.0,-54.3361,22.2986,-32.0375
1086,-35.2611,-15.8274,24.8051,-2.4159,0.0,-51.0885,22.3892,-28.6993
1087,-29.5857,-20.3532,24.822,-2.5178,0.0,-49.9389,22.3042,-27.6347
1088,-38.7081,-14.1691,24.9301,-2.4808,0.0,-52.8772,22.4493,-30.4279
1089,-38.358,-13.7146,24.3257,-2.5722,0.0,-52.0726,21.7535,-30.3191
1090,-37.6135,-13.4749,23.7051,-2.6184,0.0,-51.0884,21.0867,-30.0017
1091,-36.2002,-17.1663,25.3809,-2.5066,0.0,-53.3665,22.8743,-30.4922
1092,-41.244,-9.0436,25.9787,-2.4904,0.0,-50.2876,23.4883,-26.7993
1093,-39.123,-16.0273,22.8186,-2.496,0.0,-55.1503,20.3226,-34.8277
1094,-33.6984,-15.8313,25.8458,-2.4688,0.0,-49.5297,23.377,-26.1527
1095,-36.9571,-14.6256,22.9337,-2.4409,0.0,-51.5827,20.4928,-31.0899
1096,-34.9948,-15.6781,26.2147,-2.4861,0.0,-50.6729,23.7286,-26.9443
1097,-38.4545,-14.6128,27.0995,-2.6639,0.0,-53.0673,24.4356,-28.6317
1098,-36.7874,-15.2341,24.7505,-2.5674,0.0,-52.0215,22.1831,-29.8384
1099,-35.0151,-16.4506,27.334,-2.576,0.0,-51.4657,24.758,-26.7077
1100,-37.9283,-15.2123,24.7168,-2.6645,0.0,-53.1406,22.0523,-31.0883
1101,-35.8891,-13.1197,24.5802,-2.5232,0.0,-49.0088,22.057,-26.9518
1102,-35.9823,-14.2585,24.0167,-2.4062,0.0,-50.2408,21.6105,-28.6303
1103,-34.8263,-12.9664,25.2636,-2.5142,0.0,-47.7927,22.7494,-25.0433
1104,-36.4942,-13.6224,26.2339,-2.5278,0.0,-50.1166,23.7061,-26.4105
1105,-38.2161,-13.7063,23.9601,-2.4209,0.0,-51.9224,21.5392,-30.3832
1106,-36.7412,-17.7161,24.9715,-2.5315,0.0,-54.4573,22.44,-32.0173
1107,-34.9135,-19.4316,25.9169,-2.5643,0.0,-54.3451,23.3526,-30.9925
1108,-36.7992,-19.6063,25.3183,-2.3969,0.0,-56.4055,22.9214,-33.4841
1109,-38.6349,-13.5961,23.8937,-2.4428,0.0,-52.231,21.4509,-30.7801
1110,-35.6926,-16.9233,24.12,-2.5511,0.0,-52.6159,21.5689,-31.047
1111,-36.1966,-13.6128,25.0399,-2.5787,0.0,-49.8094,22.4612,-27.3482
1112,-36.9313,-14.4122,24.2892,-2.505,0.0,-51.3435,21.7842,-29.5593
1113,-38.0236,-13.9081,23.8574,-2.5576,0.0,-51.9317,21.2998,-30.6319
1114,-36.1757,-19.4081,23.5235,-2.487,0.0,-55.5838,21.0365,-34.5473
1115,-37.4086,-10.3318,22.7152,-2.5555,0.0,-47.7404,20.1597,-27.5807
1116,-36.3578,-17.5559,24.3629,-2.491,0.0,-53.9137,21.8719,-32.0418
1117,-36.7254,-14.4752,23.7968,-2.5056,0.0,-51.2006,21.2912,-29.9094
1118,-37.8819,-15.5385,25.1767,-2.4784,0.0,-53.4204,22.6983,-30.7221
1119,-37.5157,-15.9873,24.8435,-2.535,0.0,-53.503,22.3085,-31.1945
1120,-33.2111,-15.7778,22.5913,-2.5925,0.0,-48.9889,19.9988,-28.9901
1121,-33.9393,-12.6273,23.2507,-2.5164,0.0,-46.5666,20.7343,-25.8323
1122,-35.2661,-16.2403,22.5907,-2.3805,0.0,-51.5064,20.2102,-31.2962
1123,-38.3099,-15.7358,23.2695,-2.4037,0.0,-54.0457,20.8658,-33.1799
1124,-40.7894,-14.3669,22.2254,-2.5049,0.0,-55.1563,19.7205,-35.4358
1125,-34.1856,-15.315,23.298,-2.4966,0.0,-49.5006,20.8014,-28.6992
1126,-39.5832,-10.7829,23.3523,-2.4632,0.0,-50.3661,20.8891,-29.477
1127,-40.0426,-12.1624,28.307,-2.5986,0.0,-52.205,25.7084,-26.4966
1128,-38.9103,-15.3025,25.2214,-2.591,0.0,-54.2128,22.6304,-31.5824
1129,-37.8312,-16.0591,23.3302,-2.511,0.0,-53.8903,20.8192,-33.0711
1130,-33.7064,-10.9791,24.4977,-2.4972,0.0,-44.6855,22.0005,-22.685
1131,-38.3276,-16.1793,25.8334,-2.4862,0.0,-54.5069,23.3472,-31.1597
1132,-37.0576,-15.4462,23.9519,-2.4868,0.0,-52.5038,21.4651,-31.0387
1133,-36.2078,-15.8588,24.3344,-2.4732,0.0,-52.0666,21.8612,-30.2054
1134,-36.0355,-15.2007,24.1497,-2.3996,0.0,-51.2362,21.7501,-29.4861
1135,-38.4952,-15.8498,25.0634,-2.5389,0.0,-54.345,22.5245,-31.8205
1136,-39.7832,-14.8602,24.9137,-2.4685,0.0,-54.6434,22.4452,-32.1982
1137,-34.2321,-16.0156,24.2969,-2.5247,0.0,-50.2477,21.7722,-28.4755
1138,-35.944,-14.5529,23.7829,-2.4673,0.0,-50.4969,21.3156,-29.1813
1139,-35.5335,-16.7881,24.3474,-2.3891,0.0,-52.3216,21.9583,-30.3633
1140,-37.1165,-11.1746,23.287,-2.5098,0.0,-48.2911,20.7772,-27.5139
1141,-34.5388,-15.9737,24.3306,-2.4106,0.0,-50.5125,21.92,-28.5925
1142,-38.9418,-11.99,23.0858,-2.5503,0.0,-50.9318,20.5355,-30.3963
1143,-37.3591,-14.8581,24.7768,-2.5182,0.0,-52.2172,22.2586,-29.9586
1144,-40.0286,-13.2186,23.2708,-2.4677,0.0,-53.2472,20.8031,-32.4441
1145,-34.4978,-15.9577,22.6464,-2.3861,0.0,-50.4555,20.2603,-30.1952
1146,-35.9938,-14.8661,25.2158,-2.45,0.0,-50.8599,22.7658,-28.0941
1147,-38.6848,-13.4841,23.8742,-2.4528,0.0,-52.1689,21.4214,-30.7475
1148,-36.0994,-15.4321,25.3254,-2.4796,0.0,-51.5315,22.8458,-28.6857
1149,-37.489,-14.5496,23.4496,-2.5055,0.0,-52.0386,20.9441,-31.0945
1150,-35.2707,-15.2295,22.6852,-2.3607,0.0,-50.5002,20.3245,-30.1757
1151,-39.4835,-14.5313,22.4822,-2.3334,0.0,-54.0148,20.1488,-33.866
1152,-32.0067,-16.5502,24.4893,-2.4269,0.0,-48.5569,22.0624,-26.4945
1153,-34.6094,-15.5836,26.5515,-2.5641,0.0,-50.193,23.9874,-26.2056
1154,-36.9836,-14.2274,23.8772,-2.5432,0.0,-51.211,21.334,-29.877
1155,-39.3168,-11.6161,21.3464,-2.468,0.0,-50.9329,18.8784,-32.0545
1156,-39.6032,-17.1313,25.2336,-2.3746,0.0,-56.7345,22.859,-33.8755
1157,-32.9084,-15.1317,23.8515,-2.3865,0.0,-48.0401,21.465,-26.5751
1158,-37.3094,-15.5909,23.0085,-2.5314,0.0,-52.9003,20.4771,-32.4232
1159,-35.3749,-12.598,21.4013,-2.4349,0.0,-47.9729,18.9664,-29.0065
1160,-37.4589,-12.8365,22.9593,-2.5739,0.0,-50.2954,20.3854,-29.91
1161,-39.3736,-13.1955,22.8676,-2.4747,0.0,-52.5691,20.3929,-32.1762
1162,-36.3262,-18.1425,24.8901,-2.5515,0.0,-54.4687,22.3386,-32.1301
1163,-39.7525,-14.267,23.9548,-2.5583,0.0,-54.0195,21.3965,-32.623
1164,-35.0716,-13.2483,24.6397,-2.6194,0.0,-48.3199,22.0203,-26.2996
1165,-36.3567,-17.0217,24.8662,-2.4605,0.0,-53.3784,22.4057,-30.9727
1166,-37.1128,-17.1497,24.5557,-2.4719,0.0,-54.2625,22.0838,-32.1787
1167,-35.8309,-17.537,24.3108,-2.5424,0.0,-53.3679,21.7684,-31.5995
1168,-34.4756,-16.8309,26.0544,-2.5344,0.0,-51.3065,23.52,-27.7865
1169,-39.1284,-13.6883,24.6021,-2.3888,0.0,-52.8167,22.2133,-30.6034
1170,-36.34,-17.8441,23.3656,-2.477,0.0,-54.1841,20.8886,-33.2955
1171,-37.5951,-13.2617,24.1586,-2.4582,0.0,-50.8568,21.7004,-29.1564
1172,-33.2072,-12.7614,23.3896,-2.4668,0.0,-45.9686,20.9228,-25.0458
1173,-38.4247,-13.7862,22.2132,-2.3376,0.0,-52.2109,19.8756,-32.3353
1174,-38.8993,-11.4081,22.0347,-2.4568,0.0,-50.3074,19.5779,-30.7295
1175,-38.2207,-12.1961,22.5974,-2.4049,0.0,-50.4168,20.1925,-30.2243
1176,-34.2804,-12.7606,21.4695,-2.3543,0.0,-47.041,19.1152,-27.9258
1177,-36.3915,-15.8178,21.5309,-2.4206,0.0,-52.2093,19.1103,-33.099
1178,-39.3043,-13.6435,22.5145,-2.3971,0.0,-52.9478,20.1174,-32.8304
1179,-38.1582,-11.8715,21.0618,-2.5288,0.0,-50.0297,18.533,-31.4967
1180,-37.5502,-15.1847,22.9513,-2.5758,0.0,-52.7349,20.3755,-32.3594
1181,-40.1755,-13.5745,23.2304,-2.4608,0.0,-53.75,20.7696,-32.9804
1182,-35.8959,-13.7105,23.8074,-2.3956,0.0,-49.6064,21.4118,-28.1946
1183,-37.0195,-17.1408,23.1231,-2.5009,0.0,-54.1603,20.6222,-33.5381
1184,-33.1786,-16.3535,23.5313,-2.5471,0.0,-49.5321,20.9842,-28.5479
1185,-32.6596,-18.0814,23.7242,-2.4905,0.0,-50.741,21.2337,-29.5073
1186,-37.2695,-13.1217,21.7088,-2.5132,0.0,-50.3912,19.1956,-31.1956
1187,-33.2969,-16.4206,22.4649,-2.472,0.0,-49.7175,19.9929,-29.7246
1188,-37.9931,-14.6863,24.3683,-2.5366,0.0,-52.6794,21.8317,-30.8477
1189,-38.63,-12.1203,22.4585,-2.4694,0.0,-50.7503,19.9891,-30.7612
1190,-35.8657,-15.1523,23.8325,-2.5633,0.0,-51.018,21.2692,-29.7488
1191,-34.7544,-17.4452,24.9473,-2.4184,0.0,-52.1996,22.5289,-29.6707
1192,-41.969,-13.0177,23.9735,-2.5122,0.0,-54.9867,21.4613,-33.5254
1193,-36.0072,-16.7039,23.1847,-2.499,0.0,-52.7111,20.6857,-32.0254
1194,-37.5881,-14.4295,22.9005,-2.4949,0.0,-52.0176,20.4056,-31.612
1195,-34.2594,-15.5823,24.0961,-2.5036,0.0,-49.8417,21.5925,-28.2492
1196,-35.6577,-14.2745,22.5286,-2.4112,0.0,-49.9322,20.1174,-29.8148
1197,-33.3966,-18.4333,24.2962,-2.5315,0.0,-51.8299,21.7647,-30.0652
1198,-35.7453,-15.2892,20.897,-2.4309,0.0,-51.0345,18.4661,-32.5684
1199,-39.789,-12.353,23.8313,-2.5703,0.0,-52.142,21.261,-30.881
1200,-38.8298,-15.0128,23.2336,-2.578,0.0,-53.8426,20.6556,-33.187
1201,-35.9309,-16.261,23.9544,-2.3964,0.0,-52.1919,21.558,-30.6339
1202,-35.974,-12.1252,23.1397,-2.4486,0.0,-48.0992,20.6911,-27.4081
1203,-37.2593,-13.3476,24.2653,-2.5062,0.0,-50.6069,21.7591,-28.8478
1204,-37.754,-14.3704,25.6618,-2.4476,0.0,-52.1244,23.2142,-28.9102
1205,-38.6747,-13.8661,24.0079,-2.3842,0.0,-52.5408,21.6237,-30.9171
1206,-34.9666,-15.6994,24.4061,-2.4317,0.0,-50.666,21.9744,-28.6916
1207,-34.5596,-18.4647,26.643,-2.5209,0.0,-53.0243,24.1221,-28.9022
1208,-36.4639,-19.0818,24.9933,-2.32,0.0,-55.5457,22.6733,-32.8724
1209,-32.6359,-15.4851,23.2956,-2.4574,0.0,-48.121,20.8382,-27.2828
1210,-36.8273,-14.7598,22.341,-2.4128,0.0,-51.5871,19.9282,-31.6589
1211,-37.765,-12.5985,23.7107,-2.5002,0.0,-50.3635,21.2105,-29.153
1212,-37.17,-15.6875,24.5323,-2.4624,0.0,-52.8575,22.0699,-30.7876
